Arrival_Time,x_std_acc,x_mean_acc,y_std_acc,y_mean_acc,z_std_acc,z_mean_acc,gt,x_std_gyr,x_mean_gyr,y_std_gyr,y_mean_gyr,z_std_gyr,z_mean_gyr
2015-02-23 11:18:52,0.37493464549029026,-2.6201982346590906,0.26047647660003226,1.8040987375000013,0.24964789557804382,9.171504801136372,stand,0.01291825625171139,-0.0019091971595652218,0.040625971970096104,0.007966810291956533,0.036097609327134926,0.014125001798097843
2015-02-23 11:18:54,0.34415789339902847,-2.319131557681162,0.2443593585064629,1.7629421152656972,0.2967506512019022,9.351990980193237,stand,0.03377860248654867,0.0036660211699222887,0.03308246170024382,-0.005462067623428319,0.025168643216634635,-0.006330590435077726
2015-02-23 11:18:56,0.23242810826352833,-2.203277869038311,0.20115168973738048,1.667375314777165,0.2558568307579706,9.457590638780289,stand,0.004425893039719934,0.0004488983813426271,0.01135662461420482,0.004189388015099047,0.018514496332118578,-0.0056739653132721925
2015-02-23 11:18:58,0.2485666703483959,-2.2108145781742716,0.38441593469308466,1.396721772244818,0.2775540922651627,9.506045703319495,stand,0.04099948215702588,-0.015846582026763735,0.05246202719630003,-0.008524163051569575,0.10350080500592003,-0.058403952880404474
2015-02-23 11:19:00,0.43700349726658144,-2.3588155136083717,0.6315971399217196,1.589099908181036,0.40641986475789943,9.339257396859622,stand,0.06221680859995229,0.020781964460271665,0.09759947786365894,0.01939147740704548,0.1944273055885394,0.036813411400260475
2015-02-23 11:19:02,0.37560221766406304,-2.5034494286245357,0.2892836796128258,1.794002641140022,0.24177414403917055,9.17384261648078,stand,0.06077374277155194,0.008254991547215977,0.06819760981969498,-0.024429722570245622,0.10344414479682297,-0.015085768665025603
2015-02-23 11:19:04,0.40051479900820486,-2.41436044463938,0.2982246698319847,1.8269926350877208,0.2921534404971797,9.181457662768011,stand,0.021999467875620425,-0.005589835530900679,0.036181460040950776,0.0008350732771131658,0.04658972686593918,-0.016517551481062365
2015-02-23 11:19:06,0.23411524727934896,-2.1441941950757575,0.19502746576144767,1.5930820388888904,0.2291829028176027,9.594214246843412,stand,0.005308075189508293,-0.0006850342271230752,0.01145881912807975,0.0020981370882769204,0.025768809456079438,-0.00177916837267693
2015-02-23 11:19:08,0.28490139650869684,-2.1793363095794365,0.21297696044679731,1.623660609813081,0.28869592757729245,9.4496922067757,stand,0.005739895072019304,-0.0011677286406074822,0.012226682172324702,-0.0028581364541822502,0.026201352141500628,0.007495629106581002
2015-02-23 11:19:10,0.324238597442676,-2.312902083240225,0.23506632088174056,1.7922487451396585,0.2398461255786936,9.258545869273705,stand,0.009510312805498704,0.0004175458049459468,0.014825552443679633,0.003337440843963966,0.032998624457280405,-0.008752474992873882
2015-02-23 11:19:12,0.37398766386977494,-2.3828547960629956,0.24606137999049718,1.8242950634645645,0.22761507696235192,9.225531737795247,stand,0.007430537721477428,0.00025315583154380964,0.012329318182566537,-0.0009107007675521549,0.014337416071415693,-0.006380864535382478
2015-02-23 11:19:14,0.3689752125058395,-2.1310821335359678,0.2597774366643798,1.747294694123603,0.29789996030323823,9.407442287740631,stand,0.00998324922343402,-0.0021966182803180904,0.03984644466746535,0.0007985115908946291,0.04373059086133102,0.0020284935572465186
2015-02-23 11:19:16,0.294897511556018,-2.112463851733332,0.2332594154468873,1.706952751333331,0.28344103276664906,9.448483602999964,stand,0.005892677855071231,0.0016934948766564755,0.013210739136903862,0.00036090856257807387,0.016526149298036447,-0.004405322846191069
2015-02-23 11:19:18,0.28136837491307987,-2.082241855831737,0.22798323016264613,1.730895222498406,0.2839874169511236,9.435159727852122,stand,0.0074644905379320494,0.0009608242736677804,0.015311795513642238,-0.0007170563792251969,0.0227015906239933,-0.006666772974069105
2015-02-23 11:19:20,0.28292954824442573,-2.1045502423761087,0.22346490219840867,1.7174459357687382,0.2835167002389531,9.431898420584487,stand,0.006257149096350424,0.00017924988434952374,0.009230857574725908,0.001842348607431602,0.02003082706870345,-0.005458074545790077
2015-02-23 11:19:22,0.28533760453486345,-2.1577438258269726,0.2237140089299462,1.731649425572513,0.28433764903518655,9.415978902353663,stand,0.005561834202695447,-6.110340935933163e-05,0.01022797602653381,0.006527691977487457,0.013513329520824905,0.00019463774135376042
